"customer_id","gender","age","married","state","number_of_referrals","tenure_in_months","value_deal","multiple_lines","internet_type","online_security","online_backup","device_protection_plan","premium_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_revenue","customer_status","churn_category","churn_reason"
"72125-TAM","Male",80,"Yes","Tamil Nadu",9,13,"Deal 2","Yes","Fiber Optic","Yes","No","Yes","No","No","Yes","No","Yes","One Year","Yes","Bank Withdrawal","93.65","4839.15","4951.86","Stayed","Others","Others"
"88827-ASS","Female",34,"Yes","Assam",10,21,"None","Yes","Fiber Optic","No","No","Yes","No","No","No","No","Yes","Month-to-Month","No","Credit Card","80.00","4242.35","4528.97","Churned","Dissatisfaction","Poor expertise of online support"
"92279-GUJ","Female",40,"Yes","Gujarat",9,35,"None","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.85","1379.60","2686.71","Stayed","Others","Others"
"17593-UTT","Male",51,"Yes","Uttar Pradesh",12,23,"Deal 3","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","75.35","2636.05","3512.45","Churned","Dissatisfaction","Poor expertise of online support"
"84192-TEL","Female",60,"No","Telangana",13,32,"None","No","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","51.10","531.15","563.60","Stayed","Others","Others"
"49430-WES","Female",44,"No","West Bengal",15,30,"Deal 5","No","DSL","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal","76.40","160.80","244.08","Churned","Price","Lack of affordable download/upload speed"
"21223-UTT","Female",72,"Yes","Uttarakhand",7,12,"None","Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","No","No","Month-to-Month","Yes","Bank Withdrawal","95.00","2497.20","3795.58","Churned","Price","Price too high"
"29428-MAD","Female",35,"No","Madhya Pradesh",0,6,"None","Yes","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card","23.95","1506.40","3213.40","Stayed","Others","Others"
"15082-GUJ","Female",26,"No","Gujarat",0,25,"None","No","Fiber Optic","Yes","Yes","No","No","No","No","No","Yes","One Year","Yes","Credit Card","81.45","4983.05","7428.44","Stayed","Others","Others"
"17283-KAR","Female",43,"No","Karnataka",3,16,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","45.00","524.35","957.67","Stayed","Others","Others"
"28028-MAH","Female",46,"No","Maharashtra",8,22,"Deal 5","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","75.35","338.10","454.54","Churned","Competitor","Competitor had better devices"
"81257-MAH","Female",80,"Yes","Maharashtra",2,6,"Deal 2","Yes","Fiber Optic","No","No","No","No","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","93.90","4200.25","4904.50","Stayed","Others","Others"
"73878-TEL","Male",30,"Yes","Telangana",13,12,"Deal 5","No","DSL","No","No","No","No","No","No","Yes","Yes","Month-to-Month","No","Bank Withdrawal","45.15","45.15","76.07","Churned","Attitude","Attitude of support person"
"13443-HAR","Female",54,"No","Haryana",14,2,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check","20.70","137.60","349.36","Stayed","Others","Others"
"26994-BIH","Female",27,"No","Bihar",9,5,"None","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","75.90","143.35","197.09","Churned","Other","Don't know"
"61399-TAM","Female",37,"Yes","Tamil Nadu",7,17,"Deal 1","Yes","None","No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card","24.95","1614.90","3426.42","Stayed","Others","Others"
"42422-KAR","Female",52,"No","Karnataka",13,25,"None","Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Two Year","Yes","Credit Card","106.05","3834.40","4577.04","Stayed","Others","Others"
"26173-WES","Female",56,"Yes","West Bengal",15,2,"Deal 2","No","Cable","No","Yes","No","Yes","No","No","No","No","One Year","No","Mailed Check","33.55","1445.30","1495.30","Churned","Competitor","Competitor had better devices"
"96805-RAJ","Male",70,"No","Rajasthan",1,22,"None","Yes","Fiber Optic","No","Yes","No","No","No","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","89.80","502.60","684.40","Churned","Other","Moved"
"52944-KER","Female",37,"No","Kerala",12,1,"None","No","Fiber Optic","Yes","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Mailed Check","84.70","832.05","1276.14","Churned","Competitor","Competitor had better devices"
"84545-PUD","Female",39,"No","Puducherry",11,12,"None","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal","83.00","5685.80","8694.12","Churned","Dissatisfaction","Product dissatisfaction"
"74110-MAD","Male",79,"No","Madhya Pradesh",4,20,"None","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","94.55","1899.65","2005.85","Churned","Competitor","Competitor had better devices"
"91754-DEL","Female",25,"No","Delhi",6,2,"None","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.40","554.25","990.99","Stayed","Others","Others"
"45174-DEL","Male",48,"No","Delhi",12,11,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","44.05","202.15","257.10","Stayed","Others","Others"
"23237-UTT","Female",24,"No","Uttarakhand",15,8,"Deal 4","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","20.50","398.55","1048.03","Stayed","Others","Others"
"14237-BIH","Male",83,"Yes","Bihar",7,2,"Deal 1","Yes","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","25.45","1789.65","4434.40","Stayed","Others","Others"
"66013-TAM","Male",73,"No","Tamil Nadu",1,31,"None","No","DSL","No","Yes","No","No","Yes","Yes","No","Yes","Two Year","Yes","Credit Card","50.95","207.35","207.35","Stayed","Others","Others"
"53717-MAH","Female",43,"Yes","Maharashtra",13,3,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","20.20","98.35","199.81","Stayed","Others","Others"
"17050-MAH","Female",72,"Yes","Maharashtra",9,29,"Deal 3","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal","100.40","3217.65","4792.37","Stayed","Others","Others"
"98260-BIH","Male",49,"No","Bihar",7,7,"Deal 1","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","91.70","6424.70","7488.90","Stayed","Others","Others"
"77147-BIH","Female",50,"No","Bihar",13,32,"None","No","Fiber Optic","No","No","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","93.80","3124.50","3785.16","Churned","Attitude","Attitude of support person"
"46580-GUJ","Female",45,"No","Gujarat",9,2,"Deal 2","Yes","Fiber Optic","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Credit Card","109.85","7002.95","8200.58","Stayed","Others","Others"
"53939-DEL","Male",39,"Yes","Delhi",0,22,"Deal 2","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.90","1110.05","2936.43","Stayed","Others","Others"
"19481-HAR","Male",76,"No","Haryana",10,17,"Deal 4","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","95.45","1752.55","1910.88","Churned","Competitor","Competitor made better offer"
"99849-AND","Male",61,"No","Andhra Pradesh",7,3,"None","No","Fiber Optic","Yes","No","No","No","No","No","No","Yes","Two Year","Yes","Bank Withdrawal","74.10","450.90","526.92","Stayed","Others","Others"
"73218-TAM","Female",70,"Yes","Tamil Nadu",6,9,"None","Yes","Fiber Optic","No","No","Yes","No","No","Yes","No","Yes","Month-to-Month","Yes","Credit Card","88.75","5348.65","6301.50","Stayed","Others","Others"
"96603-BIH","Female",56,"Yes","Bihar",4,30,"None","No","DSL","No","No","Yes","No","No","No","No","No","Month-to-Month","Yes","Credit Card","49.65","49.65","93.83","Churned","Dissatisfaction","Lack of self-service on Website"
"69077-TAM","Female",55,"Yes","Tamil Nadu",5,3,"Deal 2","Yes","DSL","Yes","No","No","Yes","No","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","70.95","3629.20","5777.68","Stayed","Others","Others"
"76587-WES","Female",67,"No","West Bengal",6,18,"Deal 3","Yes","Fiber Optic","No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","100.05","3810.55","4456.57","Stayed","Others","Others"
"78850-KAR","Female",58,"No","Karnataka",13,33,"None","Yes","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check","49.00","1291.35","1363.98","Stayed","Others","Others"
"34278-UTT","Female",56,"No","Uttar Pradesh",13,32,"Deal 4","No","Fiber Optic","No","Yes","No","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card","89.65","1208.35","1435.03","Churned","Competitor","Competitor had better devices"
"64028-RAJ","Female",30,"Yes","Rajasthan",5,22,"Deal 1","No","Cable","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Two Year","Yes","Bank Withdrawal","75.10","5336.35","6418.51","Stayed","Others","Others"
"92454-KAR","Male",32,"No","Karnataka",9,14,"Deal 5","No","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","79.40","244.65","384.45","Churned","Competitor","Competitor offered higher download speeds"
"51778-TAM","Female",30,"No","Tamil Nadu",14,7,"Deal 1","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Credit Card","108.15","7930.55","8334.45","Stayed","Others","Others"
"12476-HAR","Female",50,"No","Haryana",1,21,"Deal 4","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal","19.80","202.25","334.73","Stayed","Others","Others"
"19891-KAR","Male",60,"No","Karnataka",6,4,"Deal 4","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card","20.45","481.10","1543.01","Stayed","Others","Others"
"44094-JAM","Female",65,"No","Jammu & Kashmir",3,5,"None","Yes","Cable","No","Yes","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card","69.50","1652.10","2267.48","Stayed","Others","Others"
"26949-MAH","Female",50,"No","Maharashtra",2,19,"Deal 2","Yes","Fiber Optic","No","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","93.40","3756.40","3865.42","Stayed","Others","Others"
"46765-RAJ","Female",46,"No","Rajasthan",2,28,"Deal 4","No","DSL","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","45.20","492.00","1088.49","Stayed","Others","Others"
"44055-WES","Female",56,"No","West Bengal",15,25,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal","19.80","849.90","2476.98","Stayed","Others","Others"
"68330-MAH","Female",40,"No","Maharashtra",14,10,"None","No","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","78.30","2564.30","3021.60","Churned","Other","Don't know"
"88050-GUJ","Female",44,"Yes","Gujarat",8,15,"Deal 4","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","76.60","893.00","1206.56","Stayed","Others","Others"
"64664-TEL","Female",56,"Yes","Telangana",2,8,"Deal 1","Yes","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","One Year","No","Credit Card","95.65","6856.95","7227.57","Stayed","Others","Others"
"53598-HAR","Male",26,"No","Haryana",9,3,"None","No","DSL","No","No","No","No","No","No","No","Yes","One Year","Yes","Credit Card","25.25","947.75","947.75","Stayed","Others","Others"
"34389-RAJ","Female",48,"No","Rajasthan",4,5,"Deal 2","Yes","DSL","No","Yes","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","66.80","3970.40","6528.20","Stayed","Others","Others"
"57527-TAM","Female",26,"Yes","Tamil Nadu",14,12,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card","19.10","1143.80","3712.51","Stayed","Others","Others"
"37577-PUN","Male",70,"Yes","Punjab",7,6,"None","No","DSL","Yes","No","Yes","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","66.40","1286.05","1864.41","Stayed","Others","Others"
"29016-PUN","Female",27,"Yes","Punjab",13,12,"Deal 2","Yes","Fiber Optic","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","One Year","Yes","Bank Withdrawal","107.75","6521.90","9108.30","Stayed","Others","Others"
"67187-WES","Female",48,"Yes","West Bengal",5,18,"Deal 4","No","Cable","No","No","No","Yes","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal","59.80","727.80","843.00","Churned","Competitor","Competitor offered higher download speeds"
"25446-HAR","Female",40,"No","Haryana",6,8,"Deal 4","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.70","301.55","415.79","Stayed","Others","Others"
"94058-TEL","Female",20,"Yes","Telangana",14,1,"Deal 2","No","DSL","Yes","Yes","Yes","No","No","No","No","Yes","Two Year","No","Bank Withdrawal","61.40","3638.25","5493.45","Stayed","Others","Others"
"25621-HAR","Female",43,"Yes","Haryana",9,9,"None","Yes","Cable","No","Yes","No","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","61.35","3169.55","5491.35","Stayed","Others","Others"
"44423-BIH","Female",56,"Yes","Bihar",5,4,"None","Yes","DSL","No","No","Yes","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card","69.00","1108.00","1167.66","Stayed","Others","Others"
"82290-GUJ","Female",76,"Yes","Gujarat",2,34,"None","No","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","80.85","751.65","1141.71","Churned","Attitude","Attitude of support person"
"61461-HAR","Female",62,"No","Haryana",10,13,"Deal 2","Yes","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","24.20","1618.20","3302.82","Stayed","Others","Others"
"55858-BIH","Male",60,"No","Bihar",9,13,"Deal 2","No","Fiber Optic","No","Yes","Yes","No","Yes","No","No","Yes","One Year","Yes","Bank Withdrawal","91.30","4126.35","4675.13","Stayed","Others","Others"
"67668-JHA","Male",47,"No","Jharkhand",10,30,"None","No","DSL","Yes","Yes","Yes","Yes","No","Yes","Yes","No","One Year","Yes","Bank Withdrawal","54.75","2348.45","2428.45","Stayed","Others","Others"
"69259-UTT","Female",32,"Yes","Uttar Pradesh",2,12,"Deal 2","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.75","948.90","2901.28","Stayed","Others","Others"
"91532-GUJ","Male",55,"Yes","Gujarat",1,3,"None","Yes","Fiber Optic","No","Yes","No","No","No","Yes","Yes","Yes","One Year","Yes","Credit Card","90.35","4614.55","5084.26","Stayed","Others","Others"
"26377-ODI","Female",23,"Yes","Odisha",2,4,"None","No","Cable","Yes","No","No","Yes","No","No","No","Yes","Two Year","No","Bank Withdrawal","54.65","2553.70","4588.15","Stayed","Others","Others"
"47754-TAM","Male",42,"No","Tamil Nadu",10,7,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card","20.20","1068.15","2151.47","Stayed","Others","Others"
"57814-JAM","Female",59,"Yes","Jammu & Kashmir",0,15,"None","Yes","Fiber Optic","No","Yes","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","101.75","4273.45","5062.63","Churned","Other","Don't know"
"17149-GUJ","Male",70,"Yes","Gujarat",0,16,"None","No","Fiber Optic","No","No","No","No","Yes","Yes","No","Yes","Month-to-Month","Yes","Bank Withdrawal","89.50","477.70","706.30","Churned","Attitude","Attitude of support person"
"97384-KAR","Female",38,"Yes","Karnataka",4,34,"None","No","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Bank Withdrawal","109.75","6110.20","8383.06","Churned","Competitor","Competitor had better devices"
"43865-ASS","Male",37,"Yes","Assam",1,26,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","19.45","19.45","68.41","Churned","Dissatisfaction","Poor expertise of phone support"
"27465-UTT","Female",82,"No","Uttar Pradesh",6,6,"Deal 2","Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","94.25","6081.40","7574.52","Stayed","Others","Others"
"83932-BIH","Female",53,"Yes","Bihar",1,20,"Deal 4","No","DSL","Yes","Yes","No","Yes","No","No","No","No","One Year","No","Credit Card","40.25","411.45","423.49","Stayed","Others","Others"
"69846-MAH","Female",37,"Yes","Maharashtra",12,9,"None","No","DSL","No","No","No","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","50.20","1815.30","3198.08","Stayed","Others","Others"
"73151-JAM","Female",79,"Yes","Jammu & Kashmir",7,13,"None","No","Fiber Optic","No","No","No","No","No","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","79.50","2665.00","4220.84","Stayed","Others","Others"
"46986-DEL","Female",52,"Yes","Delhi",4,17,"Deal 5","Yes","Fiber Optic","No","Yes","No","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","93.50","362.20","391.76","Churned","Competitor","Competitor made better offer"
"53028-RAJ","Female",35,"No","Rajasthan",10,36,"Deal 2","Yes","Fiber Optic","No","Yes","Yes","No","Yes","No","No","No","One Year","Yes","Bank Withdrawal","94.75","5121.75","7224.85","Stayed","Others","Others"
"29830-TAM","Female",72,"Yes","Tamil Nadu",15,7,"None","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","70.55","3309.25","4548.91","Churned","Competitor","Competitor made better offer"
"14311-UTT","Male",52,"Yes","Uttar Pradesh",13,32,"None","Yes","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","25.00","300.70","466.14","Stayed","Others","Others"
"37203-KAR","Male",49,"No","Karnataka",14,32,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check","19.35","152.60","431.56","Stayed","Others","Others"
"91754-WES","Male",58,"Yes","West Bengal",14,13,"None","No","DSL","No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","35.25","35.25","35.25","Churned","Price","Lack of affordable download/upload speed"
"64001-KAR","Male",44,"No","Karnataka",10,2,"Deal 2","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card","115.85","6567.90","8856.06","Stayed","Others","Others"
"39862-TEL","Female",52,"No","Telangana",10,18,"Deal 3","Yes","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","24.70","780.20","1171.88","Stayed","Others","Others"
"96516-HAR","Female",45,"No","Haryana",14,5,"Deal 5","No","DSL","No","No","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","55.35","449.75","818.93","Churned","Competitor","Competitor had better devices"
"48545-AND","Female",76,"No","Andhra Pradesh",2,15,"None","Yes","Fiber Optic","No","No","Yes","No","Yes","Yes","No","Yes","One Year","Yes","Bank Withdrawal","98.85","4564.90","4758.10","Stayed","Others","Others"
"93306-TEL","Female",35,"No","Telangana",8,15,"Deal 2","No","DSL","Yes","No","No","No","Yes","No","No","Yes","One Year","Yes","Credit Card","59.80","3561.15","4475.55","Stayed","Others","Others"
"51798-PUN","Male",63,"Yes","Punjab",2,18,"None","No","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","89.75","1938.90","2431.26","Stayed","Others","Others"
"39779-AND","Female",24,"Yes","Andhra Pradesh",14,8,"Deal 3","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card","19.90","791.15","2643.76","Stayed","Others","Others"
"85886-RAJ","Female",19,"No","Rajasthan",1,11,"Deal 3","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal","20.05","746.75","2182.45","Stayed","Others","Others"
"94955-MAH","Female",54,"Yes","Maharashtra",2,33,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.80","460.20","515.14","Stayed","Others","Others"
"37034-RAJ","Female",58,"Yes","Rajasthan",2,8,"None","No","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","79.55","79.55","83.59","Churned","Other","Don't know"
"65797-JHA","Female",80,"No","Jharkhand",4,4,"Deal 4","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal","20.35","369.60","1045.14","Stayed","Others","Others"
"22836-AND","Male",60,"Yes","Andhra Pradesh",9,18,"None","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.95","1269.10","3773.14","Stayed","Others","Others"
"64957-KAR","Female",51,"No","Karnataka",11,4,"None","Yes","Fiber Optic","No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","84.90","2516.20","2744.37","Stayed","Others","Others"
"32018-KER","Male",36,"Yes","Kerala",15,32,"Deal 1","Yes","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","25.10","1697.70","4940.28","Stayed","Others","Others"
"71598-TAM","Female",31,"Yes","Tamil Nadu",9,20,"Deal 5","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","45.45","411.75","452.47","Stayed","Others","Others"
"22916-AND","Female",83,"Yes","Andhra Pradesh",12,17,"Deal 2","Yes","Cable","Yes","No","No","Yes","No","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","70.05","3062.45","3893.15","Stayed","Others","Others"
"58840-ODI","Female",73,"No","Odisha",15,13,"None","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","25.20","25.20","25.20","Churned","Competitor","Competitor made better offer"
"76680-UTT","Male",67,"No","Uttar Pradesh",4,17,"Deal 3","Yes","Fiber Optic","No","Yes","Yes","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","95.90","2745.20","3821.22","Churned","Price","Extra data charges"
"43349-BIH","Male",44,"No","Bihar",12,28,"None","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Two Year","No","Credit Card","89.85","6562.90","8491.47","Stayed","Others","Others"
"26259-RAJ","Female",46,"No","Rajasthan",4,9,"Deal 3","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Bank Withdrawal","20.10","682.10","2100.58","Stayed","Others","Others"
"58665-PUN","Male",75,"Yes","Punjab",4,15,"Deal 1","Yes","Fiber Optic","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Two Year","Yes","Bank Withdrawal","114.65","8333.95","8664.43","Stayed","Others","Others"
"87521-WES","Female",64,"Yes","West Bengal",14,20,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check","20.55","187.35","234.95","Stayed","Others","Others"
"32445-ODI","Female",26,"No","Odisha",2,27,"Deal 2","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","No","One Year","Yes","Bank Withdrawal","106.80","5498.80","7138.20","Stayed","Others","Others"
"27514-AND","Male",61,"Yes","Andhra Pradesh",12,20,"None","No","Fiber Optic","No","No","Yes","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","85.45","2289.90","2378.94","Stayed","Others","Others"
"44815-TEL","Female",24,"No","Telangana",10,11,"None","No","None","No","No","No","No","No","No","No","No","Two Year","Yes","Credit Card","20.40","261.30","346.58","Stayed","Others","Others"
"55800-PUN","Female",78,"No","Punjab",5,10,"Deal 4","No","Fiber Optic","No","Yes","Yes","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","89.15","1496.90","2013.19","Churned","Dissatisfaction","Service dissatisfaction"
"28453-JAM","Female",23,"No","Jammu & Kashmir",9,6,"Deal 5","No","Cable","Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","48.60","48.60","55.14","Churned","Dissatisfaction","Poor expertise of phone support"
"96240-UTT","Male",26,"No","Uttar Pradesh",7,24,"Deal 4","Yes","DSL","No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","59.65","867.10","1199.85","Stayed","Others","Others"
"73236-AND","Female",63,"Yes","Andhra Pradesh",5,22,"Deal 4","No","DSL","No","Yes","No","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","54.30","654.50","1236.06","Stayed","Others","Others"
"41924-RAJ","Female",57,"No","Rajasthan",9,11,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check","46.00","221.70","341.15","Churned","Competitor","Competitor had better devices"
"32061-WES","Female",60,"Yes","West Bengal",3,21,"Deal 2","Yes","Fiber Optic","Yes","Yes","No","No","No","Yes","Yes","Yes","One Year","Yes","Credit Card","96.40","4911.05","6696.05","Stayed","Others","Others"
"61657-PUN","Male",32,"Yes","Punjab",2,6,"Deal 3","Yes","Cable","Yes","Yes","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","67.60","2000.20","3441.40","Stayed","Others","Others"
"91747-GUJ","Female",52,"Yes","Gujarat",15,26,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal","19.80","1336.65","2824.65","Stayed","Others","Others"
"89487-TAM","Male",58,"Yes","Tamil Nadu",8,9,"None","Yes","Fiber Optic","Yes","No","No","No","No","No","No","No","Two Year","No","Bank Withdrawal","80.45","5737.60","6316.16","Stayed","Others","Others"
"25310-DEL","Female",65,"Yes","Delhi",10,34,"None","Yes","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","25.45","134.75","161.80","Stayed","Others","Others"
"85404-KAR","Male",51,"No","Karnataka",15,33,"None","No","DSL","Yes","No","Yes","Yes","Yes","No","No","Yes","Two Year","No","Mailed Check","48.90","3527.00","3492.56","Stayed","Others","Others"
"78891-BIH","Female",33,"Yes","Bihar",9,15,"Deal 3","No","Fiber Optic","No","No","Yes","Yes","No","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","89.20","2383.60","3453.34","Stayed","Others","Others"
"95773-BIH","Female",56,"Yes","Bihar",13,36,"None","Yes","None","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal","24.05","1709.15","5186.03","Stayed","Others","Others"
"87950-TAM","Female",32,"Yes","Tamil Nadu",13,26,"Deal 5","No","Fiber Optic","No","No","No","No","No","No","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","69.55","69.55","118.98","Churned","Attitude","Attitude of support person"
"73999-HAR","Male",36,"Yes","Haryana",9,17,"Deal 3","No","Cable","Yes","No","Yes","No","No","No","No","Yes","Two Year","Yes","Mailed Check","55.65","1653.85","3065.65","Stayed","Others","Others"
"81278-MAD","Female",40,"No","Madhya Pradesh",7,11,"Deal 2","Yes","Fiber Optic","Yes","Yes","Yes","Yes","No","No","No","Yes","Two Year","No","Credit Card","94.55","6078.75","7348.20","Stayed","Others","Others"
"94569-UTT","Female",45,"No","Uttar Pradesh",11,3,"Deal 2","No","None","No","No","No","No","No","No","No","No","Two Year","No","Credit Card","19.75","1311.60","2861.00","Stayed","Others","Others"
"43546-KAR","Male",21,"Yes","Karnataka",7,2,"Deal 2","Yes","Fiber Optic","No","No","Yes","No","Yes","No","No","Yes","Two Year","Yes","Credit Card","89.10","5411.65","7752.15","Stayed","Others","Others"
"78979-KAR","Male",46,"No","Karnataka",5,1,"Deal 2","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","107.75","4882.80","6224.25","Stayed","Others","Others"
