"customer_id","gender","age","married","state","number_of_referrals","tenure_in_months","value_deal","multiple_lines","internet_type","online_security","online_backup","device_protection_plan","premium_support","streaming_tv","streaming_movies","streaming_music","unlimited_data","contract","paperless_billing","payment_method","monthly_charge","total_charges","total_revenue","customer_status","churn_category","churn_reason"
"26412-ASS","Female",30,"No","Assam",7,18,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","20.70","39.85","67.63","Joined","Others","Others"
"86891-GUJ","Male",25,"No","Gujarat",7,5,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.05","20.05","38.20","Joined","Others","Others"
"34101-TAM","Female",41,"No","Tamil Nadu",5,35,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","20.20","50.60","105.89","Joined","Others","Others"
"63464-AND","Male",48,"No","Andhra Pradesh",7,5,"None","No","DSL","No","No","No","Yes","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card","60.65","196.90","264.37","Joined","Others","Others"
"92134-BIH","Male",24,"No","Bihar",5,11,"None","No","DSL","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card","34.80","113.95","113.95","Joined","Others","Others"
"48051-GUJ","Female",49,"Yes","Gujarat",0,36,"None","No","DSL","No","No","No","No","No","No","No","Yes","One Year","No","Credit Card","25.85","25.85","25.85","Joined","Others","Others"
"19811-MAH","Female",35,"Yes","Maharashtra",10,7,"Deal 5","No","Fiber Optic","Yes","Yes","No","No","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","89.85","248.40","348.30","Joined","Others","Others"
"82473-AND","Male",63,"Yes","Andhra Pradesh",10,1,"Deal 5","No","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","29.80","94.40","94.40","Joined","Others","Others"
"89512-JAM","Male",57,"No","Jammu & Kashmir",3,34,"None","Yes","DSL","Yes","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","60.95","134.60","164.36","Joined","Others","Others"
"27553-UTT","Female",53,"Yes","Uttar Pradesh",0,18,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.30","20.30","24.39","Joined","Others","Others"
"83196-UTT","Female",61,"Yes","Uttar Pradesh",3,10,"None","Yes","Fiber Optic","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","80.55","188.10","198.70","Joined","Others","Others"
"95735-PUN","Female",53,"No","Punjab",10,21,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.25","48.35","90.71","Joined","Others","Others"
"52279-TAM","Male",53,"No","Tamil Nadu",15,26,"Deal 5","No","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","80.70","239.45","310.61","Joined","Others","Others"
"46004-TAM","Male",25,"Yes","Tamil Nadu",1,6,"None","No","DSL","No","No","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal","-8.00","132.40","179.44","Joined","Others","Others"
"45672-TAM","Female",29,"No","Tamil Nadu",0,2,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check","20.20","20.20","62.35","Joined","Others","Others"
"19541-ODI","Female",37,"Yes","Odisha",15,14,"Deal 5","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","45.25","74.20","153.20","Joined","Others","Others"
"79777-MAH","Male",77,"Yes","Maharashtra",13,33,"None","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check","72.60","154.30","184.68","Joined","Others","Others"
"95822-AND","Male",34,"Yes","Andhra Pradesh",3,26,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","19.20","19.20","37.09","Joined","Others","Others"
"97828-MAH","Female",57,"No","Maharashtra",0,12,"Deal 5","No","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","92.00","266.80","313.60","Joined","Others","Others"
"54564-AND","Female",55,"Yes","Andhra Pradesh",11,7,"None","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","76.10","257.60","300.65","Joined","Others","Others"
"84720-GUJ","Male",55,"Yes","Gujarat",11,6,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.20","19.20","51.98","Joined","Others","Others"
"38779-HAR","Female",25,"No","Haryana",13,19,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","20.05","75.45","189.00","Joined","Others","Others"
"39623-HAR","Female",85,"No","Haryana",2,10,"Deal 5","No","Fiber Optic","No","Yes","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","74.60","239.05","387.58","Joined","Others","Others"
"53186-HAR","Male",74,"Yes","Haryana",10,2,"Deal 5","No","DSL","No","No","No","No","No","No","No","Yes","One Year","No","Bank Withdrawal","45.25","45.25","57.14","Joined","Others","Others"
"82010-WES","Female",46,"No","West Bengal",14,7,"Deal 5","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","79.55","151.75","202.87","Joined","Others","Others"
"46865-PUN","Female",18,"No","Punjab",11,1,"Deal 5","Yes","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","79.45","145.15","202.37","Joined","Others","Others"
"99488-KAR","Male",50,"Yes","Karnataka",10,31,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","24.40","24.40","24.40","Joined","Others","Others"
"73547-KAR","Female",43,"Yes","Karnataka",13,16,"None","Yes","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","84.05","134.05","178.51","Joined","Others","Others"
"12469-AND","Male",24,"Yes","Andhra Pradesh",11,4,"None","No","DSL","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card","55.30","55.30","91.99","Joined","Others","Others"
"77137-MAH","Male",52,"No","Maharashtra",1,8,"Deal 5","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Mailed Check","45.55","45.55","61.89","Joined","Others","Others"
"35075-PUN","Male",64,"Yes","Punjab",5,9,"None","No","Cable","No","No","Yes","Yes","No","No","No","Yes","Month-to-Month","No","Credit Card","55.05","55.05","69.70","Joined","Others","Others"
"61474-TEL","Male",52,"Yes","Telangana",11,17,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.35","20.35","52.32","Joined","Others","Others"
"63883-KAR","Female",33,"Yes","Karnataka",12,26,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check","20.45","42.45","136.83","Joined","Others","Others"
"19041-AND","Female",36,"No","Andhra Pradesh",6,21,"Deal 5","No","Cable","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","No","Credit Card","35.10","101.10","101.10","Joined","Others","Others"
"74378-KAR","Female",37,"Yes","Karnataka",12,30,"None","No","DSL","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card","54.45","87.30","127.04","Joined","Others","Others"
"23605-MAH","Female",31,"Yes","Maharashtra",1,19,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.75","20.75","28.32","Joined","Others","Others"
"22765-MAH","Female",40,"Yes","Maharashtra",6,16,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","19.45","19.45","35.89","Joined","Others","Others"
"93521-MAH","Female",55,"No","Maharashtra",6,35,"None","No","DSL","No","No","No","Yes","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","-1.00","49.30","74.27","Joined","Others","Others"
"56460-MAH","Male",38,"Yes","Maharashtra",12,23,"Deal 5","No","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","-1.00","129.20","144.64","Joined","Others","Others"
"94305-KAR","Male",49,"Yes","Karnataka",5,18,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","19.75","19.75","25.07","Joined","Others","Others"
"15591-KAR","Female",26,"No","Karnataka",3,31,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.40","20.40","66.31","Joined","Others","Others"
"98334-MAD","Male",67,"Yes","Madhya Pradesh",15,20,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","20.20","65.95","161.38","Joined","Others","Others"
"47737-UTT","Male",42,"No","Uttar Pradesh",15,25,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.65","19.65","36.56","Joined","Others","Others"
"24696-BIH","Female",69,"Yes","Bihar",0,20,"Deal 5","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","43.95","85.10","123.28","Joined","Others","Others"
"18829-TAM","Female",49,"Yes","Tamil Nadu",4,31,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","18.80","56.00","75.83","Joined","Others","Others"
"72391-UTT","Male",35,"No","Uttar Pradesh",1,7,"None","No","DSL","No","No","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal","35.00","35.00","35.00","Joined","Others","Others"
"77230-RAJ","Female",59,"Yes","Rajasthan",5,4,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","19.65","31.20","46.80","Joined","Others","Others"
"52403-WES","Female",66,"Yes","West Bengal",9,6,"None","No","Fiber Optic","No","No","No","No","No","No","No","No","Two Year","Yes","Bank Withdrawal","71.25","71.25","98.85","Joined","Others","Others"
"19998-AND","Female",18,"No","Andhra Pradesh",0,2,"Deal 5","No","Fiber Optic","No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card","85.70","256.75","346.27","Joined","Others","Others"
"36483-KAR","Male",42,"No","Karnataka",2,14,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.75","19.75","35.52","Joined","Others","Others"
"54598-TAM","Male",59,"No","Tamil Nadu",11,32,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.75","39.30","43.24","Joined","Others","Others"
"66669-HAR","Male",44,"No","Haryana",12,32,"Deal 5","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","44.05","44.05","74.78","Joined","Others","Others"
"35606-BIH","Male",76,"Yes","Bihar",12,18,"Deal 5","No","Fiber Optic","No","No","Yes","No","No","No","No","No","One Year","No","Credit Card","75.05","202.90","331.73","Joined","Others","Others"
"33773-UTT","Male",58,"Yes","Uttar Pradesh",3,6,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.60","20.60","22.08","Joined","Others","Others"
"43877-PUN","Male",23,"No","Punjab",6,3,"None","No","DSL","No","No","Yes","No","No","Yes","Yes","Yes","Month-to-Month","No","Bank Withdrawal","60.85","111.40","141.90","Joined","Others","Others"
"16764-WES","Male",40,"No","West Bengal",15,13,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.80","20.80","68.94","Joined","Others","Others"
"95991-MAD","Female",37,"Yes","Madhya Pradesh",0,32,"None","No","Cable","No","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Credit Card","50.25","152.30","236.87","Joined","Others","Others"
"56256-UTT","Male",40,"No","Uttar Pradesh",14,15,"None","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","70.30","220.40","249.62","Joined","Others","Others"
"32587-UTT","Female",30,"No","Uttar Pradesh",1,27,"None","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","45.45","141.70","202.81","Joined","Others","Others"
"86970-KER","Male",57,"Yes","Kerala",2,9,"None","No","DSL","No","Yes","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","49.50","49.50","96.49","Joined","Others","Others"
"66766-UTT","Female",38,"No","Uttar Pradesh",6,10,"Deal 5","Yes","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","74.95","212.40","189.72","Joined","Others","Others"
"34713-KER","Male",58,"Yes","Kerala",1,29,"Deal 5","Yes","Fiber Optic","Yes","No","No","No","No","Yes","Yes","Yes","Month-to-Month","No","Credit Card","90.75","174.75","229.09","Joined","Others","Others"
"82170-TAM","Male",41,"No","Tamil Nadu",5,29,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check","44.60","44.60","89.88","Joined","Others","Others"
"74033-ASS","Female",45,"Yes","Assam",15,20,"None","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","25.25","25.25","25.25","Joined","Others","Others"
"26139-KAR","Male",76,"No","Karnataka",5,22,"Deal 5","No","DSL","No","No","Yes","No","No","No","No","Yes","Two Year","No","Mailed Check","49.95","107.10","183.04","Joined","Others","Others"
"32966-HAR","Female",23,"No","Haryana",3,7,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","19.20","19.20","45.57","Joined","Others","Others"
"94124-MAH","Female",21,"No","Maharashtra",9,8,"None","No","Fiber Optic","No","No","No","No","Yes","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","79.95","174.45","249.85","Joined","Others","Others"
"13823-TEL","Female",31,"Yes","Telangana",1,28,"Deal 5","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","24.50","46.40","46.40","Joined","Others","Others"
"57457-MAD","Female",46,"No","Madhya Pradesh",14,34,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Mailed Check","20.00","38.00","106.76","Joined","Others","Others"
"96967-CHH","Female",33,"No","Chhattisgarh",5,8,"None","No","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","89.35","89.35","94.71","Joined","Others","Others"
"71210-WES","Female",58,"No","West Bengal",15,28,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.85","19.85","48.95","Joined","Others","Others"
"53764-WES","Male",36,"No","West Bengal",10,23,"None","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","24.90","24.90","24.90","Joined","Others","Others"
"39128-PUN","Male",36,"No","Punjab",15,22,"Deal 5","No","DSL","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","44.75","44.75","73.32","Joined","Others","Others"
"65405-MAH","Female",65,"Yes","Maharashtra",7,18,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Mailed Check","20.25","71.20","75.61","Joined","Others","Others"
"87024-KAR","Male",58,"No","Karnataka",14,8,"Deal 5","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","71.30","157.75","171.23","Joined","Others","Others"
"99855-MAH","Female",50,"Yes","Maharashtra",5,29,"None","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","69.70","135.20","166.54","Joined","Others","Others"
"39866-MAH","Female",24,"No","Maharashtra",1,12,"Deal 5","No","DSL","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","45.55","84.40","178.20","Joined","Others","Others"
"97427-JAM","Female",27,"Yes","Jammu & Kashmir",9,2,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","20.35","20.35","50.21","Joined","Others","Others"
"92527-KAR","Female",40,"No","Karnataka",7,16,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","20.05","20.05","23.28","Joined","Others","Others"
"33910-TEL","Female",63,"No","Telangana",4,30,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","19.55","61.05","183.99","Joined","Others","Others"
"85506-MAH","Female",23,"No","Maharashtra",0,10,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card","20.20","34.75","111.57","Joined","Others","Others"
"57012-TAM","Female",78,"Yes","Tamil Nadu",11,29,"Deal 5","No","DSL","No","No","No","No","No","No","No","Yes","Two Year","No","Bank Withdrawal","45.20","45.20","94.54","Joined","Others","Others"
"46190-GUJ","Male",27,"Yes","Gujarat",0,36,"Deal 5","No","DSL","No","No","No","No","No","Yes","Yes","No","Month-to-Month","No","Mailed Check","55.55","55.55","118.87","Joined","Others","Others"
"36628-GUJ","Female",44,"Yes","Gujarat",7,1,"Deal 5","No","Fiber Optic","Yes","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","80.15","194.55","247.71","Joined","Others","Others"
"46730-ASS","Female",18,"No","Assam",5,4,"Deal 5","No","Fiber Optic","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","74.75","144.80","231.92","Joined","Others","Others"
"47492-AND","Female",30,"Yes","Andhra Pradesh",15,24,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","20.15","20.15","38.78","Joined","Others","Others"
"33472-HAR","Female",77,"No","Haryana",0,16,"None","No","Fiber Optic","No","No","Yes","No","No","No","No","Yes","Two Year","No","Bank Withdrawal","73.85","196.40","336.35","Joined","Others","Others"
"49273-PUD","Female",45,"Yes","Puducherry",11,15,"Deal 5","No","DSL","Yes","Yes","No","Yes","No","No","No","Yes","Two Year","No","Mailed Check","59.50","130.50","215.60","Joined","Others","Others"
"44700-DEL","Female",48,"No","Delhi",10,19,"Deal 5","Yes","Fiber Optic","No","No","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal","84.60","84.60","91.94","Joined","Others","Others"
"25517-RAJ","Female",40,"No","Rajasthan",4,10,"None","Yes","Fiber Optic","No","No","Yes","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal","91.45","171.45","280.27","Joined","Others","Others"
"25733-HAR","Female",80,"No","Haryana",8,33,"Deal 5","No","Fiber Optic","No","No","Yes","No","Yes","Yes","No","No","One Year","Yes","Credit Card","95.50","181.65","257.85","Joined","Others","Others"
"79342-KAR","Female",39,"Yes","Karnataka",5,22,"None","No","DSL","Yes","No","No","Yes","Yes","No","No","Yes","Month-to-Month","Yes","Credit Card","64.40","195.65","309.80","Joined","Others","Others"
"74804-WES","Female",46,"No","West Bengal",0,5,"None","No","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","69.60","207.40","314.31","Joined","Others","Others"
"45561-MAH","Female",44,"Yes","Maharashtra",6,7,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Mailed Check","20.00","40.90","127.44","Joined","Others","Others"
"28681-HAR","Female",33,"No","Haryana",4,2,"None","No","Fiber Optic","No","No","Yes","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","75.55","75.55","82.66","Joined","Others","Others"
"36339-UTT","Female",54,"No","Uttar Pradesh",14,7,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","19.90","45.75","169.83","Joined","Others","Others"
"73108-GUJ","Female",38,"Yes","Gujarat",6,12,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.25","36.80","68.46","Joined","Others","Others"
"86703-WES","Female",54,"Yes","West Bengal",14,35,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Bank Withdrawal","20.65","20.65","22.12","Joined","Others","Others"
"92494-MAH","Female",39,"Yes","Maharashtra",11,19,"None","No","Fiber Optic","Yes","Yes","No","No","Yes","No","No","No","Month-to-Month","Yes","Bank Withdrawal","91.15","168.50","272.06","Joined","Others","Others"
"79427-KAR","Male",67,"Yes","Karnataka",12,21,"Deal 5","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","70.10","141.65","211.63","Joined","Others","Others"
"26448-BIH","Female",57,"No","Bihar",10,21,"Deal 5","No","DSL","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Month-to-Month","Yes","Bank Withdrawal","75.30","244.10","361.07","Joined","Others","Others"
"81118-MAD","Female",31,"No","Madhya Pradesh",1,13,"None","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","45.80","45.80","59.42","Joined","Others","Others"
"91505-DEL","Male",62,"Yes","Delhi",13,36,"Deal 5","Yes","Fiber Optic","No","No","No","No","Yes","Yes","Yes","Yes","Two Year","Yes","Bank Withdrawal","94.85","335.75","449.09","Joined","Others","Others"
"83308-TAM","Male",40,"No","Tamil Nadu",5,14,"None","No","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check","29.65","90.05","90.05","Joined","Others","Others"
"82559-CHH","Male",34,"Yes","Chhattisgarh",0,33,"Deal 5","No","DSL","No","Yes","No","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Credit Card","64.20","143.65","182.47","Joined","Others","Others"
"72275-GUJ","Female",45,"Yes","Gujarat",8,4,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Credit Card","19.95","47.70","110.60","Joined","Others","Others"
"96430-PUN","Male",37,"No","Punjab",0,23,"None","No","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","48.75","48.75","75.01","Joined","Others","Others"
"82118-JAM","Female",69,"Yes","Jammu & Kashmir",3,6,"Deal 5","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Mailed Check","24.20","24.20","24.20","Joined","Others","Others"
"61203-PUN","Female",19,"No","Punjab",11,11,"None","Yes","Cable","No","No","No","Yes","Yes","No","No","Yes","Month-to-Month","No","Bank Withdrawal","64.60","174.20","297.17","Joined","Others","Others"
"58577-ODI","Female",44,"Yes","Odisha",7,36,"Deal 5","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","45.85","105.60","116.54","Joined","Others","Others"
"43908-WES","Male",36,"No","West Bengal",3,25,"None","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","70.35","139.25","228.79","Joined","Others","Others"
"47611-WES","Male",25,"No","West Bengal",4,31,"None","No","DSL","No","No","No","No","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","55.25","55.25","154.44","Joined","Others","Others"
"95594-TAM","Female",64,"No","Tamil Nadu",4,1,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","44.00","44.00","59.66","Joined","Others","Others"
"55043-UTT","Male",43,"Yes","Uttar Pradesh",8,17,"None","No","Fiber Optic","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Bank Withdrawal","69.90","69.90","89.26","Joined","Others","Others"
"43604-TAM","Female",18,"No","Tamil Nadu",14,7,"Deal 5","No","None","No","No","No","No","No","No","No","No","One Year","No","Mailed Check","19.65","19.65","43.06","Joined","Others","Others"
"52695-UTT","Female",52,"No","Uttar Pradesh",14,34,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","20.35","35.10","40.02","Joined","Others","Others"
"89303-AND","Male",51,"No","Andhra Pradesh",6,11,"Deal 5","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","69.95","143.90","202.10","Joined","Others","Others"
"19747-WES","Female",47,"No","West Bengal",15,19,"Deal 5","No","DSL","Yes","No","No","Yes","No","Yes","Yes","No","Month-to-Month","Yes","Bank Withdrawal","64.50","177.40","356.05","Joined","Others","Others"
"25048-TEL","Male",47,"No","Telangana",15,9,"Deal 5","Yes","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","24.00","24.00","56.95","Joined","Others","Others"
"79700-KER","Female",53,"No","Kerala",5,30,"None","Yes","Fiber Optic","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Mailed Check","107.95","313.60","456.10","Joined","Others","Others"
"93667-KER","Female",38,"No","Kerala",7,33,"None","No","None","No","No","No","No","No","No","No","No","One Year","Yes","Credit Card","20.55","57.40","91.21","Joined","Others","Others"
"36323-UTT","Female",48,"No","Uttar Pradesh",14,11,"None","No","None","No","No","No","No","No","No","No","No","One Year","No","Bank Withdrawal","20.50","38.25","100.27","Joined","Others","Others"
"45771-KAR","Female",50,"No","Karnataka",3,7,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","44.45","44.45","67.79","Joined","Others","Others"
"27561-UTT","Female",19,"No","Uttar Pradesh",6,10,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","20.25","20.25","67.50","Joined","Others","Others"
"21247-ASS","Male",58,"Yes","Assam",2,2,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","19.50","19.50","27.52","Joined","Others","Others"
"87077-TAM","Male",62,"Yes","Tamil Nadu",3,21,"Deal 5","No","Cable","No","No","Yes","No","Yes","Yes","Yes","Yes","Month-to-Month","No","Credit Card","69.00","147.80","202.62","Joined","Others","Others"
"17250-HAR","Female",23,"Yes","Haryana",12,2,"None","No","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","49.25","97.00","178.50","Joined","Others","Others"
"89382-ASS","Male",56,"No","Assam",5,29,"Deal 5","No","DSL","No","No","No","Yes","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","29.75","96.85","96.85","Joined","Others","Others"
"16032-AND","Female",47,"No","Andhra Pradesh",8,18,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","46.60","87.90","91.64","Joined","Others","Others"
"47957-GUJ","Female",26,"No","Gujarat",4,2,"Deal 5","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","20.45","20.45","62.62","Joined","Others","Others"
"49201-GUJ","Female",37,"No","Gujarat",11,30,"None","No","DSL","Yes","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","29.90","29.90","29.90","Joined","Others","Others"
"74979-MAD","Female",49,"Yes","Madhya Pradesh",10,14,"Deal 5","No","Cable","No","No","No","Yes","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","29.05","44.75","44.75","Joined","Others","Others"
"54172-RAJ","Female",64,"Yes","Rajasthan",0,9,"Deal 5","Yes","DSL","No","Yes","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","56.55","118.25","181.73","Joined","Others","Others"
"83080-HAR","Female",54,"No","Haryana",9,4,"None","No","Fiber Optic","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Bank Withdrawal","70.15","194.20","211.09","Joined","Others","Others"
"41795-UTT","Female",58,"No","Uttar Pradesh",5,10,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","No","Credit Card","19.75","19.75","61.03","Joined","Others","Others"
"16733-ODI","Female",76,"Yes","Odisha",10,1,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","Yes","Credit Card","45.85","45.85","86.23","Joined","Others","Others"
"25763-JHA","Female",47,"Yes","Jharkhand",9,3,"Deal 5","No","Cable","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Bank Withdrawal","44.15","44.15","53.97","Joined","Others","Others"
"28266-JAM","Male",32,"No","Jammu & Kashmir",6,1,"None","No","DSL","No","No","No","No","No","No","No","Yes","Month-to-Month","No","Credit Card","25.35","25.35","25.35","Joined","Others","Others"
"32080-WES","Male",33,"Yes","West Bengal",1,12,"None","No","None","No","No","No","No","No","No","No","No","Month-to-Month","Yes","Credit Card","19.60","55.25","180.95","Joined","Others","Others"
